x,y,z,h,wx,wy,wz,a,b,xL,xU,yL,yU,zL,zU,fitQuality,readout,dataType,chn,fov,locusX,locusY,tableOrder,hybe,chnNum,idx,panel,s,fs,fsr,xshift,yshift,zshift,shiftScore,fid_x,fid_y,fid_z,fid_h
1138.69418213079,1062.99477046997,5819.10198729743,2470.23892683805,120.507432451982,120.507432451982,374.999999999997,1264.35306399897,1348.38577558921,NaN,NaN,NaN,NaN,NaN,NaN,9.21923513846134,20,H,647,11,2484,149904,20,20,1,1,20,1,79,4970,27,189,-37.5,1,972,1080,5550,662.198175761258
1030.95429943933,867.520718587415,5604.07961647312,1681.41680253381,119.194428841457,119.194428841457,374.999999999997,1142.96583328697,631.785278867041,NaN,NaN,NaN,NaN,NaN,NaN,7.30135826384029,21,H,647,11,2484,149904,21,21,1,1,21,1,79,5071,54,108,-300,1,972,1080,5550,662.198175761258
1162.56802885992,785.989896167168,5689.88583061491,1423.16300633223,122.462199819927,122.462199819927,374.999999999997,1067.49989021336,486.498648524287,NaN,NaN,NaN,NaN,NaN,NaN,7.24757236133418,22,H,647,11,2484,149904,22,22,1,1,22,1,79,5173,216,27,-112.5,1,972,1080,5550,662.198175761258
1187.30529715865,948.647772063592,5754.49589535022,705.320217710085,144.492826637819,144.492826637819,374.999999999997,323.644102898875,391.437804971211,NaN,NaN,NaN,NaN,NaN,NaN,13.216765711936,23,H,647,11,2484,149904,23,23,1,1,23,1,79,5276,270,-27,75,1,972,1080,5550,662.198175761258
1206.36457852143,922.731551455801,5804.29148300037,1528.62118142743,130.908973351392,130.908973351392,374.999999999997,621.303195522463,966.010416021,NaN,NaN,NaN,NaN,NaN,NaN,10.47192873617,24,H,647,11,2484,149904,24,24,1,1,24,1,79,5380,175.5,162,112.5,1,972,1080,5550,662.198175761258
1115.89065702696,1090.81295690164,6067.75755768429,1684.2961047999,143.817056851161,143.817056851161,374.999999999997,844.989599565531,931.433092524635,NaN,NaN,NaN,NaN,NaN,NaN,11.0353109245133,25,H,647,11,2484,149904,25,25,1,1,25,1,79,5485,216,54,300,1,972,1080,5550,662.198175761258
1141.52456776022,1365.12728614439,6163.66215889578,3024.54306598352,151.645311538799,151.645311538799,374.999999999997,1823.66358369257,1209.60230456449,NaN,NaN,NaN,NaN,NaN,NaN,18.3184563730698,26,H,647,11,2484,149904,26,26,1,1,26,1,79,5591,243,0,187.5,1,972,1080,5550,662.198175761258
1044.48114029408,1043.26962803681,5918.37408639589,2112.45534880268,163.019825276327,163.019825276327,374.999999999997,1297.1379358805,891.744171924882,NaN,NaN,NaN,NaN,NaN,NaN,16.5811567241822,27,H,647,11,2484,149904,27,27,1,1,27,1,79,5698,162,-27,37.5,1,972,1080,5550,662.198175761258
912.068031077952,1327.73542629867,5841.9447798567,1420.70213487781,158.941931507818,158.941931507818,374.999999999997,675.468725684923,693.476947146391,NaN,NaN,NaN,NaN,NaN,NaN,29.4792960622804,28,H,647,11,2484,149904,28,28,1,1,28,1,79,5806,81,27,0,1,972,1080,5550,662.198175761258
962.356542850451,1498.06227714257,5598.20516063445,1805.8177998773,131.216045384954,131.216045384954,374.999999999997,1107.66949465059,765.119511909625,NaN,NaN,NaN,NaN,NaN,NaN,18.2393315539279,29,H,647,11,2484,149904,29,29,1,1,29,1,79,5915,40.5,162,-75,1,972,1080,5550,662.198175761258
1126.82225752867,1308.67480138657,6039.91535310458,2318.06042587192,156.543715165675,156.543715165675,374.999999999997,1432.48760573377,1021.2746739977,NaN,NaN,NaN,NaN,NaN,NaN,17.8420796980075,30,H,647,11,2484,149904,30,30,1,1,30,1,79,6025,121.5,108,75,1,972,1080,5550,662.198175761258
1388.06784393026,1236.17456101998,7356.25836328385,834.186122201853,115.395792992107,115.395792992107,374.999999999997,690.558335717799,281.442446219989,NaN,NaN,NaN,NaN,NaN,NaN,7.1378033129102,1,H,647,11,7992,106812,1,1,1,1,1,2,93,4466,0,0,0,1,1188,1188,7200,1260.39754097405
1737.98093510429,1218.77856069166,7544.62678278926,1262.99206579496,108.271378208342,108.271378208342,374.999999999997,1463.95236877787,519.98857375081,NaN,NaN,NaN,NaN,NaN,NaN,3.62488651881051,2,H,647,11,7992,106812,2,2,1,1,2,2,93,4562,-135,54,112.5,1,1188,1188,7200,1260.39754097405
1761.95890030915,989.979245840063,7483.197317554,1432.38580337674,119.666323740135,119.666323740135,374.999999999997,765.250177699572,1040.4144729044,NaN,NaN,NaN,NaN,NaN,NaN,8.86582894759833,3,H,647,11,7992,106812,3,3,1,1,3,2,93,4659,-108,54,0,1,1188,1188,7200,1260.39754097405
1681.029150689,1222.54862595985,7576.75018122534,2604.13682325399,123.206876626417,123.206876626417,374.999999999997,2421.01555398209,1038.59531129873,NaN,NaN,NaN,NaN,NaN,NaN,3.89962138540645,4,H,647,11,7992,106812,4,4,1,1,4,2,93,4757,27,27,150,1,1188,1188,7200,1260.39754097405
1598.50307890392,1297.68327901018,7532.80978327366,2992.03707665283,115.206016034083,115.206016034083,374.999999999997,2551.60579566057,1125.6348510543,NaN,NaN,NaN,NaN,NaN,NaN,3.70702711878661,5,H,647,11,7992,106812,5,5,1,1,5,2,93,4856,-54,-27,150,1,1188,1188,7200,1260.39754097405
1477.90010555862,1213.13011512283,7649.99999998799,1193.61395995514,116.058786624372,116.058786624372,374.999999999997,803.391571874616,716.272503871842,NaN,NaN,NaN,NaN,NaN,NaN,5.18712685049406,6,H,647,11,7992,106812,6,6,1,1,6,2,93,4956,-13.5,-27,225,1,1188,1188,7200,1260.39754097405
1388.2937515963,1178.29788915002,7220.13275458298,1307.23668648533,125.788262846796,125.788262846796,374.999999999997,590.890460280499,774.269446476882,NaN,NaN,NaN,NaN,NaN,NaN,10.9351263658279,7,H,647,11,7992,106812,7,7,1,1,7,2,93,5057,27,-27,-75,1,1188,1188,7200,1260.39754097405
1220.59027994785,1097.77134584225,7558.93234697898,2033.46226131141,114.139121755063,114.139121755063,374.999999999997,1583.46169305274,961.006077556225,NaN,NaN,NaN,NaN,NaN,NaN,3.56764424721628,8,H,647,11,7992,106812,8,8,1,1,8,2,93,5159,-27,54,112.5,1,1188,1188,7200,1260.39754097405
